accession,homology_cluster_id,split_group_id,partition,class_label,subgroup,evidence_level,source,source_sequence_id,sequence_sha256
WP_052192192.1,APAZ_07733cf03fc7d206,APAZ_07733cf03fc7d206,BUILD,APAZ,Ia,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_052192192.1|1564113|APAZ|short,94001d7d8ff1d182a43b6a37fd712124a37b23a034cc56de328fff6703890f54
WP_052259141.1,APAZ_8e436a15f85c12c9,APAZ_8e436a15f85c12c9,CALIBRATION,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_052259141.1|56459|APAZ,0e8d174dd5a49cabf32cac3f0df3d373c2f91a7610b81a4c0f378b871fea9bd7
WP_052303232.1,APAZ_ee09003dc7d6daa2,APAZ_ee09003dc7d6daa2,BUILD,APAZ,Ia,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_052303232.1|60548|APAZ|short,6170b06dbe8312794414ccee5f7db8cce206f7fc637c3dbaf9cfe67e2310716f
WP_052494227.1,APAZ_2add6869e24d570a,APAZ_2add6869e24d570a,FINAL_HOLDOUT,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_052494227.1|58133|APAZ,33b85a2db5681d872f83185959767137a8be167e732aa9edc84b4df3cde8387b
WP_052530012.1,APAZ_2bd2c116762822ad,APAZ_2bd2c116762822ad,BUILD,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_052530012.1|36809|APAZ,b0e5c6ed7b0c414ed490eb615bfa0ff10357b02d3e4af5bad724bf3c485dfc5a
WP_052564896.1,APAZ_459d39e5409cf9e7,APAZ_459d39e5409cf9e7,BUILD,APAZ,Ia,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_052564896.1|795830|APAZ|short,843fb93c2deec6bb044feb20caa84784130785d066487f0ac5742b07cffc57a7
WP_052744930.1,APAZ_1d1a928b0072228b,APAZ_1d1a928b0072228b,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_052744930.1|1538294|APAZ,b113c06e4d680a5989e0fa27330feca88816cfb79ec3522b5479f1d9c806f6ec
WP_053058140.1,APAZ_bc98c6b3739b61f5,APAZ_bc98c6b3739b61f5,BUILD,APAZ,Ia,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_053058140.1|909625|APAZ|short,ddfab90d5d149fab68c4ed4b816df81ca9528e9471c79be863e7074ba43ab0a9
WP_053326746.1,APAZ_1b618472bc4e5354,APAZ_1b618472bc4e5354,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_053326746.1|1324352|APAZ,613b7e96f9517bcecd9d2c0e19648d823506601d608e03e3f0c68a9916cf5702
WP_053381025.1,APAZ_6674a72859b40e15,APAZ_6674a72859b40e15,FINAL_HOLDOUT,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_053381025.1|42253|APAZ,a94fd3d09b650078a09cbaa3d46199091a9e486d60dcc0718ba359da2c172d37
WP_053571900.1,APAZ_7f578c996dc5ff9c,APAZ_7f578c996dc5ff9c,BUILD,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_053571900.1|1353886|APAZ,00471f77788eb99a9142afbb2802058c0b50994881a0af248eb6e857b898bc59
WP_054211403.1,APAZ_837302c55703fe12,APAZ_837302c55703fe12,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_054211403.1|1526658|APAZ,d0ca6a093189a9332350882d1b1ba53fce98eb272236e2d0e16beb9b1c1bf8a9
WP_054765274.1,APAZ_b76d0e9c8f54eee2,APAZ_b76d0e9c8f54eee2,CALIBRATION,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_054765274.1|1532555|APAZ,41242714c8365ec9cba4106051feaa1302cfcc20c3e3921413e7b35f5f5f8c3c
WP_055143318.1,APAZ_f1ee664c91689220,APAZ_f1ee664c91689220,BUILD,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_055143318.1|39492|APAZ,286cfc996ab1669ed555bbbfec770ed29f6c17fa1d1c77f61d68699a6daada53
WP_056034460.1,APAZ_a55d52f1cba720d3,APAZ_a55d52f1cba720d3,BUILD,APAZ,Ia,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_056034460.1|1736366|APAZ|short,b0f809c26b108a709fe0b802476136e140cd26628edc05968da375e5e05f4da8
WP_056152149.1,APAZ_512acd8751d288ab,APAZ_512acd8751d288ab,BUILD,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_056152149.1|1736266|APAZ,c50e71c2d6cc86cea44f381b28527f0975881456a6e07021642638801d031b71
WP_056160041.1,APAZ_bb9cf377f0bb44ac,APAZ_bb9cf377f0bb44ac,CALIBRATION,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_056160041.1|1839|APAZ,7fece11cec5996dace1a9259be5e836e8b85325954b4de7cc3ec157ce7c97453
WP_056186121.1,APAZ_53413fec42732411,APAZ_53413fec42732411,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_056186121.1|1736259|APAZ,8bdb2efc415b9c6d85b708d24c2507871fec496ffdf1c6ca13d7db97d70ae619
WP_056209640.1,APAZ_9f49158ff38d1336,APAZ_9f49158ff38d1336,BUILD,APAZ,Ia,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_056209640.1|1736485|APAZ|short,b3a3237c0be0a8e1a65b69729d870a894036d6a44cd8558213cbc2e16f793a33
WP_056495443.1,APAZ_5e33d1db0dd40cc2,APAZ_5e33d1db0dd40cc2,BUILD,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_056495443.1|1735692|APAZ,831886462a57f9019ff7b5d3ab95f0062638b2e7d01c1d37508237516f7bef1d
WP_056695931.1,APAZ_74526d66c66ccf0b,APAZ_74526d66c66ccf0b,CALIBRATION,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_056695931.1|414371|APAZ,d2e04125028e83788ada39d3bae13d5cbe796b3e610b9b35724ab5e71da81115
WP_057026385.1,APAZ_7cb89eff30e04fdb,APAZ_7cb89eff30e04fdb,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_057026385.1|108015|APAZ,d16195dcd468383d7f781fa6cf7555bcb6ac64a549e5abb1195aa87471300c0d
WP_057221537.1,APAZ_810950de44d62ba6,APAZ_810950de44d62ba6,FINAL_HOLDOUT,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_057221537.1|106591|APAZ,4a6677146b43c2dba885bee9661fde9f4722040287f1b70b5a6a59223b11aa81
WP_057482737.1,APAZ_096fcc0c4bb75d84,APAZ_096fcc0c4bb75d84,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_057482737.1|270918|APAZ,da251bae401620fdaa04406228ee70262e87d5ff1c0bc30a1e3c9509156351c8
WP_057834160.1,APAZ_9daa530ed6965253,APAZ_9daa530ed6965253,CALIBRATION,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_057834160.1|280332|APAZ,e5d0a9706dbdef506d6b67d1ba1e5ced0cd91300b45c69db4305a9d590a86af6
WP_058745238.1,APAZ_1f4d8c8dc2614b82,APAZ_1f4d8c8dc2614b82,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_058745238.1|172044|APAZ,a357cb6a7df531bcd28f246719e41aa6c0b98e95bdc7566ca55e08273de90957
WP_059000176.1,APAZ_0b72ea0215ab1516,APAZ_0b72ea0215ab1516,FINAL_HOLDOUT,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_059000176.1|1552121|APAZ,3cf1122fd6a513afafde46ec46b4ee95832bfc1d334b5b9c39a86cc8d0208742
WP_059401471.1,APAZ_c5aa466f6046712b,APAZ_c5aa466f6046712b,BUILD,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_059401471.1|1603291|APAZ,56eca1298fcf6618a1cfc438e58c946fe67f5485cf8a5c7911e6e05a7ea2dc50
WP_059622937.1,APAZ_765d98427657c9e3,APAZ_765d98427657c9e3,FINAL_HOLDOUT,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_059622937.1|60552|APAZ,6824426eb7ddffde2a30d80fdd27066e74679c087932464434efbafaec68bf26
WP_059945304.1,APAZ_2865cc50b285bb9f,APAZ_2865cc50b285bb9f,CALIBRATION,APAZ,Ia,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_059945304.1|1503055|APAZ|short,595ccf927097635497429249638c1f6a6f0f37ea69f0600013a3544d3075d13c
WP_059982501.1,APAZ_ccba0d49cf49eb85,APAZ_ccba0d49cf49eb85,BUILD,APAZ,Ia,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_059982501.1|101571|APAZ|short,f3375214c3fdf8bc280b86ff80d9b4a45fb7b1b2adcdeef05fcfce019dd67aba
WP_060847086.1,APAZ_4bac6413811cbc58,APAZ_4bac6413811cbc58,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_060847086.1|270351|APAZ,0208a4c4ed12213fff0fe1c50af0607afe0bf077d9d97e8d3e6f840bee68351c
WP_061048384.1,APAZ_b4cf4dc9b49b5c0d,APAZ_b4cf4dc9b49b5c0d,BUILD,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_061048384.1|221822|APAZ,8cad4a02399bf7762213afd5158388d9de720a72c2d7258271de60295a4cca88
WP_061078947.1,APAZ_d7dea904ac353ff0,APAZ_d7dea904ac353ff0,FINAL_HOLDOUT,APAZ,III,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_061078947.1|2014|APAZ,3152d1d4e8ebb6e9ec6997ce8a78cf4b18f7d58d5417b02fafcf1723e19f060e
WP_061535229.1,APAZ_481f4c7388a2f4c8,APAZ_481f4c7388a2f4c8,BUILD,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_061535229.1|279058|APAZ,d28b6a4f7e52bce9304145d0049b1337cae7dc9aa67de10fb759cf0eb76c028f
WP_061934617.1,APAZ_3f423b2f4b1cd3df,APAZ_3f423b2f4b1cd3df,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_061934617.1|1638162|APAZ,2a78380419e3888a90ed0ff4d3a6f704bae4d6ff55c2d3f8120dae9babd0a6de
WP_061958301.1,APAZ_e492c46eca4f0d69,APAZ_e492c46eca4f0d69,CALIBRATION,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_061958301.1|82633|APAZ,9a19c93d95c5f16a5cfac21d49d61f23468faf3abefb289f0d715ec73ababf5a
WP_062341847.1,APAZ_960daa4665f37f43,APAZ_960daa4665f37f43,FINAL_HOLDOUT,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_062341847.1|1768752|APAZ,ee9b9b30d900509cae6fd3f77b21ab426890d6a3d9c4e1a8f2c209d6643026e6
WP_062365449.1,APAZ_f249c39439992d5a,APAZ_f249c39439992d5a,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_062365449.1|34073|APAZ,8380bffd84d753a8ecc7f81ba0681db7616dea659d2ce1150e1aecf119d6abcb
WP_062419304.1,APAZ_7b76877081e7c2b7,APAZ_7b76877081e7c2b7,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_062419304.1|229921|APAZ,de7fbd9015456b0d6b7fdaef519af14e223c9b7db97e3abfaa27ccc515abd99f
WP_062486946.1,APAZ_179411b28c4685fc,APAZ_179411b28c4685fc,BUILD,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_062486946.1|1715989|APAZ,5d43a55f68ae8d51b923562a759944fbd1c5912fedd931153ee4434c22734d9e
WP_062547850.1,APAZ_f83c143894408338,APAZ_f83c143894408338,BUILD,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_062547850.1|1727164|APAZ,801d8b18f674d49d26464302848f267cfd564674c18303d503838c6e5a3275d0
WP_062680196.1,APAZ_77a80a62d4c4d4bd,APAZ_77a80a62d4c4d4bd,BUILD,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_062680196.1|222|APAZ,694969965e774f5979abc66064ed58910bdb801a4119c591ea1cee3dad540b02
WP_062785679.1,APAZ_6165254ada150f58,APAZ_6165254ada150f58,BUILD,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_062785679.1|13688|APAZ,1f8a5d121b9cc40af3ec8db1ec70ba1f957b6088c60e78acff7e99247cb9cc11
WP_063002581.1,APAZ_3dd4a7deab2da4c1,APAZ_3dd4a7deab2da4c1,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_063002581.1|508464|APAZ,22127d900c1486891ee800afe013e40e24c7b31b3d6f8694d35120e7601a1901
WP_064102550.1,APAZ_31c982f34c71d794,APAZ_31c982f34c71d794,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_064102550.1|1805633|APAZ,c8fcb3f75961ac7dc0e2c631b52415e023d42a8c4aa6e1a373ab743b54509e13
WP_064304386.1,APAZ_3281f6cc02834141,APAZ_3281f6cc02834141,FINAL_HOLDOUT,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_064304386.1|303|APAZ,42f585464a4c603a13cddd7ca3cef1990a8c19ecb01550885d0d7c40178b86d6
WP_064665416.1,APAZ_eab41b1ec96bd9cd,APAZ_eab41b1ec96bd9cd,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_064665416.1|182141|APAZ,3195307c0de6e7197fc1142c671081c7de8cfaf95b0043f025a91142eede558b
WP_064683281.1,APAZ_051f34af8136775f,APAZ_051f34af8136775f,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_064683281.1|1138189|APAZ,4c53c73042b62e7a346d74591e7630f89e058f9d7642cb604c54897ce6633a96
WP_064790849.1,APAZ_6346b21f05f9f707,APAZ_6346b21f05f9f707,CALIBRATION,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_064790849.1|502049|APAZ,d53b3c7b302c5d3f2a0839434e387aebe8a086224e79c40af4e2ee35769c3cc5
WP_064816696.1,APAZ_4edeb07a15724aeb,APAZ_4edeb07a15724aeb,FINAL_HOLDOUT,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_064816696.1|1703960|APAZ,7a26f3f8fa6e69ee169c76de2dd855c29236be090f5f4ab4483a8534f940cac6
WP_064835082.1,APAZ_f5a9b4911d36f61b,APAZ_f5a9b4911d36f61b,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_064835082.1|396|APAZ,6f98407e49236b283812fd25fd32891a0dd0246cc46ae7e42c5e23bf946f2aea
WP_065006787.1,APAZ_43a7f1b884d4290c,APAZ_43a7f1b884d4290c,FINAL_HOLDOUT,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_065006787.1|1854057|APAZ,0d57519630e0ff67ee2247b081151689378fbcdc4494cc3cba8397779899ef9a
WP_065010823.1,APAZ_28fe2c5344647160,APAZ_28fe2c5344647160,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_065010823.1|68287|APAZ,deeb39e855607ab8548435c41ba499938aec903ef0022c648307b01c705afcb9
WP_065137571.1,APAZ_e759d96808830053,APAZ_e759d96808830053,BUILD,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_065137571.1|1778|APAZ,83450150bf41ab724c2558467fa150090d542774c2fedb90153ae8e01242948f
WP_065578027.1,APAZ_7f3d47ca01f80c3e,APAZ_7f3d47ca01f80c3e,FINAL_HOLDOUT,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_065578027.1|1196095|APAZ,1135118e943410b55a095409b69931ec9af21f742e5ae88f4cfc5ba6456c8df6
WP_065656395.1,APAZ_b6eb1fdef86a66fe,APAZ_b6eb1fdef86a66fe,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_065656395.1|358|APAZ,11eaaf29402c4592997981b347844eef5eef1c563df8bc2928ce29abcedae666
WP_065664090.1,APAZ_f9dff99590df7f8f,APAZ_f9dff99590df7f8f,FINAL_HOLDOUT,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_065664090.1|1841655|APAZ,988c780efb981ecfa8fff1dfa060f65815d55709a9f4c5ffaba3f81dfa66ef34
WP_065998852.1,APAZ_e50b6a10c7257d4b,APAZ_e50b6a10c7257d4b,FINAL_HOLDOUT,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_065998852.1|1886027|APAZ,cb9caf47c589d0085f1a8a041afa942673eed42dc55e6ee5a2a3ee4b8462e162
WP_066514273.1,APAZ_6bbc5378bf86739f,APAZ_6bbc5378bf86739f,CALIBRATION,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_066514273.1|120107|APAZ,3adc4655c93f9f399114b77c24f9f629bb3b51f5318cda08c71511cd1840aa31
WP_066752989.1,APAZ_420ca9a6d3eb9d69,APAZ_420ca9a6d3eb9d69,BUILD,APAZ,Ia,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_066752989.1|1685010|APAZ|short,16c681cc009524c332dc33f7027b6ab9a6ceaff8c3f3b568bca4348446c78e1a
WP_066802957.1,APAZ_c9ae019514387151,APAZ_c9ae019514387151,BUILD,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_066802957.1|40681|APAZ,6fcc4daff38cb134df9eff746589370da04f6b7d6d60d5f4ef8e54e55fcdb615
WP_067325608.1,APAZ_abd16c63e8900aae,APAZ_abd16c63e8900aae,BUILD,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_067325608.1|1854058|APAZ,59b7e4e33e06c456f9d26e8d3cf7959df73649f34408acfd27fea59e2924968d
WP_067673142.1,APAZ_43c0921f7c3b2241,APAZ_43c0921f7c3b2241,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_067673142.1|1822215|APAZ,a3762758cd2d047d3e168d4cd8f7e00e6ca7da2b616504e956cbeca7fa51064a
WP_067696367.1,APAZ_d59bdfbc0623db3c,APAZ_d59bdfbc0623db3c,CALIBRATION,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_067696367.1|499656|APAZ,86a358b5b2b4c97222a106791d707f10138dfb21ee145c538d9dce9f5d1e365a
WP_067969880.1,APAZ_eaddadeedd3510eb,APAZ_eaddadeedd3510eb,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_067969880.1|83263|APAZ,f057f1bb1758d9d432a9d75755b18b4bc6e46293f38bfcd45034d13e16ddaff0
WP_068017268.1,APAZ_7de37d6e58feb0de,APAZ_7de37d6e58feb0de,CALIBRATION,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_068017268.1|674703|APAZ,c244ba2e34b9919912001cafa7cb51b6377f86b27e78eee4e5f1ac3bd2155625
WP_068094658.1,APAZ_126a37fb492e5ce6,APAZ_126a37fb492e5ce6,FINAL_HOLDOUT,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_068094658.1|76978|APAZ,42ed8722067b02c3c1b73c3b97ba4092397eb2155cf5e084c823ae3ff86cba54
WP_068133588.1,APAZ_ffe08bf00ee300bf,APAZ_ffe08bf00ee300bf,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_068133588.1|980254|APAZ,8f5a404bdfb7a80d2a1398564d077dacac44bd7c34d92fe02c840cd3866270dd
WP_068185907.1,APAZ_2dd4df0a67384ace,APAZ_2dd4df0a67384ace,FINAL_HOLDOUT,APAZ,Ia,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_068185907.1|1857568|APAZ|short,c89c4fabf53c7dc8d316aa0d7bb23a02383975f8b1f664ceaa3e3c4b4d09b06a
WP_068222132.1,APAZ_26b798b986c5c14b,APAZ_26b798b986c5c14b,CALIBRATION,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_068222132.1|333140|APAZ,9449839533c3d59f89bab2cbc46b2e841464fce3d8eadf4a0287cd52b7844db7
WP_068768974.1,APAZ_90013c5269cba826,APAZ_90013c5269cba826,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_068768974.1|1184151|APAZ,0ea6a9894acce92305b8c24f653da06838f65c181c549d36809308c60046f72f
WP_068818385.1,APAZ_5df3cb956e233c8d,APAZ_5df3cb956e233c8d,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_068818385.1|268141|APAZ,c12c3b184ae9c8bc02fc6cbf638153ea0d5e0bd25c6f3be443eddfc5c991724c
WP_068847673.1,APAZ_d0a40fe52b2c04a7,APAZ_d0a40fe52b2c04a7,BUILD,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_068847673.1|1841610|APAZ,e7899b8959a43b97d575d69b752699c7222476581b085933b141c6cc00070200
WP_069020256.1,APAZ_4750ec70fff54465,APAZ_4750ec70fff54465,FINAL_HOLDOUT,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_069020256.1|1818881|APAZ,081f915cb563467113e9aa837e97c10738fcd542e4a5519a41bcb0e90bf74a10
WP_069707909.1,APAZ_45e122f19a2cd3da,APAZ_45e122f19a2cd3da,BUILD,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_069707909.1|158500|APAZ,144b640ec4849d04599c21fc2b06c4c5841ffcda800a65a91ccd73b5ae1d21d1
WP_070666720.1,APAZ_7cd8ba1f238c05c0,APAZ_7cd8ba1f238c05c0,BUILD,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_070666720.1|838|APAZ,39093e209246a6572983a2496b1c127f9d4ae5c2dfb71efd82afb4c8cd920c34
WP_071098581.1,APAZ_1d1a928b0072228b,APAZ_1d1a928b0072228b,BUILD,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_071098581.1|1172030|APAZ,a312d9a9d9f685704c1a085226ece22d7a1275e12d2b520aab7526f9b038a727
WP_071145652.1,APAZ_c3b82e97008bf293,APAZ_c3b82e97008bf293,BUILD,APAZ,Ia,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_071145652.1|1852362|APAZ|short,0c984c79eb20360f500d731ffb15177348843ae1684811174e0e2e163fd13982
WP_071240727.1,APAZ_3fe080c92783f699,APAZ_3fe080c92783f699,FINAL_HOLDOUT,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_071240727.1|1882733|APAZ,b2607227d9fc679a757f6788bf796746b47af8fa981c0899b71f5e172cd3c626
WP_071507486.1,APAZ_9c0c0e38ee4ce37a,APAZ_9c0c0e38ee4ce37a,BUILD,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_071507486.1|305|APAZ,146a9f1644322115fbf71caf2554e822cca762a4482b14d80dd96fb544dbe7d4
WP_071970084.1,APAZ_13cdf37900688226,APAZ_13cdf37900688226,BUILD,APAZ,IIa,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_071970084.1|1917485|APAZ,bd9304ce6430f5ee3e84db8314035721d17ba797892fe0a410c0e08bc3725acd
WP_071980017.1,APAZ_5c42e1ebb65b827b,APAZ_5c42e1ebb65b827b,CALIBRATION,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_071980017.1|1917158|APAZ,6b92db36c21c8085034ae22436efd6fb062bec544b0dd541c666b62681c13446
WP_072017557.1,APAZ_b87a7cffd402a48b,APAZ_b87a7cffd402a48b,BUILD,APAZ,Ib,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_072017557.1|371042|APAZ,7bc3c88d595225690205f80684b882728ed723d345369821c5352b2db9a3a66b
WP_072559535.1,APAZ_488030e024f451ff,APAZ_488030e024f451ff,CALIBRATION,APAZ,IIb,LITERATURE_PHYLOGENETIC_SET,Ryazansky_et_al_2018_Data_Set_S3,WP_072559535.1|1913578|APAZ,001e64ac825389fc94238a5bbb73eb841323b160bf3d2a05ff8b14e69f12c6fc
