sequence_id,midpiwi_region_sha256,split_group_id,curated_pago_clade
WP_060408162.1,52330b12cafce07b6f1c9732cbab3d171fff8d8263ccbe9102c2d83431c6e2e9,MIDPIWI_075f9e1973f878ca,SHORT
WP_060422788.1,7648f2422fbf72aaf25bdc5aef25fd3e4f2fd6e9c91d3472ea59b8c09738731c,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_060527926.1,1eca622fa8373210c72aed62f1f91e3548f815a08c676086a98982be181058cf,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_060847087.1,6fea2f26faafc763011012957135f00bd42858ec1a258e747aa0f8f283c7979e,MIDPIWI_fb06e4caacb764d8,SHORT
WP_061048385.1,f89987700a54b5c7423cf0747e0c2ee8380c0101ae053b201042e2ad76549d3c,MIDPIWI_4d9dae1364c1bbfe,SHORT
WP_061096135.1,8e413231d584e394c9e3131ca030e676bed73a0a820ba7977cbe6beff176f77e,MIDPIWI_16612ea6d4784f06,LONG_A
WP_061247661.1,fe7bd127d22c0961f1bec95d3aa858f43477160d41d87322cbf89ee8d43aaed9,MIDPIWI_850252f2bd7e958a,LONG_B
WP_061254329.1,1e5445dd79681c7486c0d8f909d49998a00a6715646a25eedee6bfd025496ebb,MIDPIWI_850252f2bd7e958a,LONG_B
WP_061307001.1,2034878efc28b62c96a312aa31f0464846279e7da40aab2aa166883e027dfa68,MIDPIWI_5dc06f89f5dc993b,LONG_A
WP_061437684.1,aae21e62a511583aebbb2c0ed5a9c6d284f4d6eb8cb7770a58708f0c43cc3983,MIDPIWI_57d7ec7d0e6b36e8,SHORT
WP_061516783.1,b93cc795126833cc1d829148fbf09d3d195abc9e90666a80a40dae07fd00fb66,MIDPIWI_46fcecc2fa34919b,SHORT
WP_061532998.1,3d9b93eb04c72dd7c994901d585ba78cac2e711fe8beac88a4bf28a2242956b7,MIDPIWI_3a2cd1213673b02c,SHORT
WP_061880232.1,23361dcad830020e8c865da0745d6b96dcddd8ec8b6d53fa25759b421b66970c,MIDPIWI_f6aba3edecaaef4f,SHORT
WP_061934618.1,c1fe98a83cd97a9f6eb371159eeee34493b3d7a06d6ad8cbddf7b75d78881126,MIDPIWI_ed12fc3562f658f6,SHORT
WP_061958300.1,a09e132a458240f17acfe1f2d535ac50e4f2090cd47c957b50d116fa337e7b6f,MIDPIWI_065eda7d97120487,SHORT
WP_062081643.1,fb0b206007b03aa1f43123c87bc4eb8f767917d7f32825d7a6a82d7a01073358,MIDPIWI_a877e2df50c4b208,LONG_B
WP_062128845.1,33eed230e99baf359b2cbd699ec0d22690d9e3ad9e1a17f96ab04fbdcfdc3b9d,MIDPIWI_0e8f6a716aaa1d26,SHORT
WP_062171242.1,0d5577e48d327dcabf990948d95a3179cbf5f6e84a8e40e8f535b90471ea1162,MIDPIWI_0f4639929da3114c,SHORT
WP_062303332.1,755ad173e7acc7ae887114b061fbba43b1f985c6c1a66e2cc37c3f74c006de35,MIDPIWI_5a16da5ffa401d92,LONG_A
WP_062341845.1,59cf56bc4f23ef2c63fad53c430f6ffff6dc6adba86613ed04c190ae6fbf2f46,MIDPIWI_7913b6b5505e5b16,SHORT
WP_062365450.1,bc5ceb6a2e33b0bc3bbc70a2b1f4fa1dd62c8d8cb931a84b2458e4f5bf016b50,MIDPIWI_ce4142788d82b566,SHORT
WP_062422190.1,b5b95a2cdbf87df2db67e1d3b72cf84ccb2c9b3a3a176484d378cb456be9d63f,MIDPIWI_1741fb4abff012da,LONG_B
WP_062436241.1,220eae2da35edd88887ed742806d6d5cde7dc90699178844a9d8e85d85313365,MIDPIWI_61cd1371a88d7e5c,LONG_A
WP_062480250.1,bc5051a210b656a53f4e17c93a4901e6d6632993ca82e29f5a4eef4804722b56,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_062486948.1,b83773e4e5f06cbcc503c0d921cf96f85bc6e5c68946ca5e0439571aa0ed6f76,MIDPIWI_9ed087bc86431b79,SHORT
WP_062547851.1,012a1dd3b7df4222da4aabe8f93ffa8e9d09f766067a183b087083d002cf6fed,MIDPIWI_4bd8de1f12ee01a8,SHORT
WP_062548533.1,ca92dc4fd56a2ee596d9fa1a767f580c37428704f3fdfd56315600abda1088a4,MIDPIWI_393058759cae04b2,LONG_B
WP_062618762.1,a6e3db71905b246bb2029011aa90cc9ae46abd3f1c0ddb2a757ea9e0a96644ec,MIDPIWI_69476944a744ba0d,LONG_B
WP_062649003.1,ee75ffab8464e13b249803d36c31e5fe5e1c466fe1c6297c5cfebd6dbc1f0ab9,MIDPIWI_ab5db1ea92121f6e,SHORT
WP_062680197.1,4753f961fb6586c8e6396a96e739b4abc300bce5661aa4d880c4eac4c04c2597,MIDPIWI_4d4e01a108301b9e,SHORT
WP_062755455.1,244d92c2d25ff3a080c62ec8e5c06e20a76969525db4a48abef47ed95f265444,MIDPIWI_29d5731e6721bdfd,LONG_A
WP_062769735.1,2a0b4c147df0a6a377a25bcbfbe33c44718d7cd8825162169e6571f98fe84d88,MIDPIWI_640602d684686aa0,SHORT
WP_062785620.1,c53ebebf3c7ccf803de00784078912bd60212ce1bbcc59e7daec95adc119f4f4,MIDPIWI_d1a6ce90752f0ff4,SHORT
WP_063002580.1,f543879556183935ef6f53084e909007a6df77375ba336ebafe1a8186af7ac32,MIDPIWI_525babc9bb5ef304,SHORT
WP_063059159.1,6ebe1b49991aa770279b6a4b45b4e6cf848be9826d13cfa78cea3b9178a4ed57,MIDPIWI_6ca2f80deae677c2,LONG_B
WP_063415881.1,80fdf434f708cf6a2279c03e67f353fabe723e68b0f8933fa89f34e30ff62a11,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_063460619.1,f6f916d3ab2061ff1207535190aa9dde64582064dcc6bc13ad4d58f7259cfae3,MIDPIWI_95f9c25e53cd83bc,SHORT
WP_064030493.1,fb8fba2eac0b9c65d6dd9682a0f0421972d0e3f273ebf15586ee82b4dd87f804,MIDPIWI_b7a15a239ff2007d,LONG_A
WP_064102502.1,9cd4cd7fd445e73c8765ba4c63d0442b7a10d94bad3299b43eb51e645cc84f99,MIDPIWI_702bc727f3673e67,SHORT
WP_064221217.1,e838e70f104010464e149f697a5f36e673fcc3d1b82d7e8c41117c38d2e015e7,MIDPIWI_29d5731e6721bdfd,LONG_A
WP_064665417.1,d6a1266e3da0ee4c3e2d70c43b013291617cbd741b0f26d5313268d66a81937d,MIDPIWI_075d5502fca55f74,SHORT
WP_064683282.1,afc4cac18ed6c5389aa653bd9fa92a591cbc91ef1a9462062214be82eaa45930,MIDPIWI_5f332bd2e619c882,SHORT
WP_064790850.1,015ccef4b39cc006b839aaabb3b497388a3373ebe3604d1c5dca26a77c0e29e8,MIDPIWI_3429df8e2d482f61,SHORT
WP_064801520.1,9f06b163052f49401a1443ab49851522b0968c25314a6fafb5e28dc42359f9a5,MIDPIWI_6ad1bf875c6944c9,SHORT
WP_064835081.1,c126e8add583327bfd885832bfce8d19db299361d66c831eacd2a7ec0d6e4545,MIDPIWI_861fa912d4e302c4,SHORT
WP_065006788.1,d501945419e6d7317fe1d263d6089b4f09f67cab8569bbc942df9ad27ef9b5b7,MIDPIWI_bdd95f5dcab164c2,SHORT
WP_065010824.1,61baaabf0ddb0bb1140064c20ac515ee39a3c8c8170dfea9067e7b63dca3368b,MIDPIWI_fbd4ca8d3e527d90,SHORT
WP_065061705.1,3073b5059eada1e33dc551388103c9b7e52ec464e2122e0b1d5fa1e101f88159,MIDPIWI_3a044bd78201d5b3,LONG_B
WP_065383217.1,e27bbf67dac491a0479a969f79197b285dee494788428a0f08ffb30120517593,MIDPIWI_18168757e4cb9689,LONG_B
WP_065578026.1,6573f705f1336195fa4f375db4e4487f90317731ec8a739ec8455d80257fa42d,MIDPIWI_fb96830602857bfe,SHORT
WP_065656394.1,4c4e1e69a212b9c14b8419585069cdef292021114e8af39aa01090d1d97d2b52,MIDPIWI_3780b55c2578dd84,SHORT
WP_065664089.1,6b08f94a99fc46fbca1ac7a50322e3d480993f09f5a490b5042cd0a2f8f96a4d,MIDPIWI_cb8093b35bb6be84,SHORT
WP_065715042.1,e2c4a8f0ccf1588c41be45cfb2e35f130aac39a6660830d84917cbd889441f3b,MIDPIWI_61cd1371a88d7e5c,LONG_A
WP_065720110.1,d3dc7caf8d4e087c6927e50ca7979bf18655f8eed2cf83840456b858e19c1aee,MIDPIWI_2c56cac13743b717,LONG_B
WP_065818629.1,bdb4da9346521f27670c2642c1a7387eff4afc306f1dfcc17e4cb8362bcd1df1,MIDPIWI_aed7e77795f738c6,SHORT
WP_065998850.1,fe145cf0027ce21716878b4057d2b766a69926bf1f00cbac0198abe796f0058a,MIDPIWI_72cbd79254aff00b,SHORT
WP_066219549.1,2cb04cce9b2cb94f6efc8b0f700ff761194fcd17de81b7e4c71adb61012d22b7,MIDPIWI_5fecd0000ece654f,LONG_B
WP_066419254.1,59714d6a49ac656bff9e4fa8bb7d70bda85da09b03abd21bc46c95441b93e3db,MIDPIWI_122ca674f6bf141c,SHORT
WP_066514271.1,033fbdf8b3ccc251a9f7f64380305abfb2dbce0452e1d8e6818216eb4325ccab,MIDPIWI_6252b1efa1b07a1f,SHORT
WP_066548972.1,51bdb54517d0b95eca5abd40df517b451cd27b1d052e2e92aa4ed368c227cfd6,MIDPIWI_0a4870732b68821a,SHORT
WP_066624034.1,370667846fa988a1f5ae55fad1eb1628f96443d34421dae37694d158d393ca0a,MIDPIWI_6059c63417b186db,SHORT
WP_066664216.1,a3196cd4e58efbafa2ae5d28e767c1a80ad29b49b8cccbfc5d130680619f2ef5,MIDPIWI_6dad7f087375b4e1,SHORT
WP_066752989.1,ee4f2e5cc5d2083b8a4a6068bf986c6c0c4c5e94ab8c7b03399bfe8bb807b443,MIDPIWI_420ca9a6d3eb9d69,SHORT
WP_066798582.1,b6cb000bef809a7d5558d94b1f5bcb4f35f1d08a1794c937f95ea892a2831f20,MIDPIWI_d1a6ce90752f0ff4,SHORT
WP_066978564.1,94b38af7136ecb212544995f3ce59545f3411d71019d519d3b095edd4dae466d,MIDPIWI_260053ecd23c0205,SHORT
WP_067182979.1,287084aefe1c3f84d9687831b17a28602b1b428799bdc189e0b1356fef8747d7,MIDPIWI_d1a6ce90752f0ff4,SHORT
WP_067325603.1,0f8e8122e8d6569440213f99da1f6c2b67fe210d38aa3a4afc348c459c050f6f,MIDPIWI_7ca8f8ac8a6f0b2c,SHORT
WP_067527441.1,fd31f511b400b500e645305efa273e98a6e29e53c95b1a82e833939b67a5506b,MIDPIWI_e6933c269af6dafe,SHORT
WP_067673144.1,7308fcc2055ef620cba87bf835a9704ced7179b456eaefc3225ac8fdea1dcf72,MIDPIWI_3591f2e29f3689c4,SHORT
WP_067714880.1,201711380251e29f424040e9081972fb626a0abbaa5b611cca25903196e3b54b,MIDPIWI_47aac67b81f778e1,LONG_B
WP_067969883.1,a919a0dbe8e0c0ff62e4b1750d94e37488472f5926afea397bffb7996f7cb97d,MIDPIWI_3495114eb58db8c4,SHORT
WP_067970430.1,2aa095607fd8aefac4268514ddacb6ee8e18c7782fba01af8e6d0ed3b6beca5d,MIDPIWI_cb0ad81af1b2c966,SHORT
WP_068094634.1,d16a5bc5740ee29780119459a91f24d6d2f1cdbea9189faa141cbdf8d8dcc87f,MIDPIWI_0ad414b1213eaf42,SHORT
WP_068133589.1,83b9054e7c7f5f3aa0a70869576c1c1d1db670f5d308b18c72597fa5cdfd45d4,MIDPIWI_3109dc82eacb9193,SHORT
WP_068185907.1,d860269d26e3981d040ba832ac4043614fb045a5ef65929787f9a447b16eee38,MIDPIWI_2dd4df0a67384ace,SHORT
WP_068222130.1,81b10642d40785b914e5dd7c7bc0a66f883c2f26602ef35a138e01872b0cad64,MIDPIWI_d6fe44259362ed29,SHORT
WP_068240872.1,770e4935232ead5c00faa2370147edaad63a893932e36f670de5a17e6b28ff25,MIDPIWI_24e98f4553ab28f8,SHORT
WP_068394128.1,84f27b2ef04383d166dfea0a2c9e64b665376b51c4129dc30894e8b5d76d391e,MIDPIWI_447ef97cbaed7360,LONG_B
WP_068463428.1,f1b4b3de8c5bf9438e74fe72fbd4e823120739040eb47ee5d6a2b80ab9d33960,MIDPIWI_9a539f4db3dcbee0,SHORT
WP_068488195.1,16a450e7181be4610cb85c2536695c8766b113ba20588dfef78d250bea17af68,MIDPIWI_cd27364f38bf828b,LONG_A
WP_068616618.1,ae7f8fb06a117bdecd28d74cc0a6b361895e0c72341d84ac9273078661b9c533,MIDPIWI_ef7fad2b3be4f94d,LONG_A
WP_068768973.1,09be8d88cc6764a500420c31dbc8ff4619319f17492e0d05926066ef1fda5338,MIDPIWI_377c06580350c213,SHORT
WP_068818384.1,3f4fdf91161082823d66a842c4104367206744e54ede6816d1d73b39311e86bf,MIDPIWI_665fc65b6a6624bf,SHORT
WP_068847674.1,ff5f8c807a91d29d764c179dc8cf399a828a26bb24a32ac6c35c16aa811b1720,MIDPIWI_2e1acd92587c2486,SHORT
WP_069020258.1,3768745d12acaf05ae8b108495c9ccff8230669131e25d72fa4590fe5c51c687,MIDPIWI_e98350ddf146b2d0,SHORT
WP_069133529.1,824ebb305ed622455222713b59b1af4cb5b49086eabfa4dddc28be60a10911f8,MIDPIWI_e0410de79cc0d61b,LONG_B
WP_069211835.1,32981bcd1f210e44cbc3935eed2f6809833b77d6e0f299d7f85e0867b8ca7f3b,MIDPIWI_7f1c8c74a3d22083,SHORT
WP_069293923.1,e49ee7f714b51fb6c649d7b3048c0b20a15aa4600c44b19c7cd8d7a7f4213458,MIDPIWI_8ee4961bcdb51ccf,LONG_A
WP_069438049.1,0749a020126405a43e3ba7518a24873b0eebaf9f250e3e2b9d2d9c08810e285a,MIDPIWI_537a87680612fe52,SHORT
WP_069674097.1,8e30574ce1ac3432fff079ff2bc09a6afe073b4d0b6eaa352372fa028c7aab02,MIDPIWI_427dd7b1cd2f820c,LONG_B
WP_069709177.1,1e939c5882cea54a892b43600e7486d499de563c47ebc194ddc62618a63af437,MIDPIWI_e849eb4b06b7a840,SHORT
WP_070097871.1,54408e0f0932119bd2d2eacccb8b4a105a6622588585302242c64fb28d83f71a,MIDPIWI_e3dc7ed5301e6fe7,LONG_B
WP_070235713.1,b52854e79c55cc1154cfb0cce5c0f8a8f8f1333250d41232b992ad6b4a171043,MIDPIWI_ac061ecc70d22c90,LONG_B
WP_070666724.1,41fca987ba1f5c12feaa319b265ae7a3e6f17a53b6809e80a519c1fccec4d5b0,MIDPIWI_5aac3eaa8bfbef61,SHORT
WP_071036708.1,3414f7c13215e5b9b10216ed160b1f72de64de6c60f24539f76e684eba3870ee,MIDPIWI_2aacf649f35a90ed,LONG_B
WP_071068901.1,9f10dc72e7819126e72bcd1c82b919df04017a90f404816d960e9137f6384c4d,MIDPIWI_9b9fd5a977f395d6,SHORT
WP_071069330.1,dc2fb58a685939907b424abcdade9691135db255a78de518db3c6e5d50547f8c,MIDPIWI_2aacf649f35a90ed,LONG_B
WP_071145652.1,e7e2c770383b6b7c4e25545c62aa86fb5e1c9819d54b928e2c33918ecb5f49db,MIDPIWI_c3b82e97008bf293,SHORT
WP_071240728.1,e261ed91bd48c94dddfab86072313668a9c5d55a09d90a52e50d403dd7a5ff3f,MIDPIWI_ba581f8528fc8fcc,SHORT
WP_071455425.1,6b4ace6fbc155d936a2a424bc7fc6f5ccd5e2e5c59b5835dcdcb57ffc7cfc3fc,MIDPIWI_68d7a16dec50b7e1,LONG_A
WP_071507487.1,cb67ff1fe309029722dc5a649957279d4179ff452852af50c165125f7fe7327c,MIDPIWI_a349d4f4227e4606,SHORT
WP_071516134.1,caef2be605b91281e1cd2541ff64fe44b2dffe28afb1ebe5b62cc9794571e86c,MIDPIWI_f4a58130e47762a7,LONG_A
WP_071678161.1,7910da983b0775d4511d77bc51d915951cf1dddd67d747a5c06f77f69ea493da,MIDPIWI_3dc4aa7ffe73ac30,LONG_A
WP_071970086.1,e186bdbe697aa43ad793abde6c0f37a066489f8603be53e40424aa5d203d463a,MIDPIWI_9a1327105ad7d852,SHORT
WP_071980016.1,065506eb5f96681e5cfaab9931bdbf8a59f31abfd610f405fa213997948de94e,MIDPIWI_51749c8bef1e8558,SHORT
WP_072017558.1,44d94aa11d9acc9944e161637166e782d1ffa80c5bd22e2c5cc46c2ebe493d56,MIDPIWI_2727cf1da339e828,SHORT
WP_072261297.1,fad6f13286dda0d88090ac143a25f736746ac032bd4f496d65fa50304149b3a6,MIDPIWI_ce1b2e776daf8464,LONG_B
WP_072319133.1,5989bfd6a30dc3b9befd3f1ad51e79d3e16d881e76da3349a10dd8fca6efe61a,MIDPIWI_e8a5711f6065f1bc,LONG_B
WP_072349419.1,11fd30894a7c6cb4191fc19184a583d2330c4ab71fe6d471c171690b54cb1387,MIDPIWI_69476944a744ba0d,LONG_B
WP_072554966.1,7f73f5832b46d647b44cfadc3126ae9b107bc44ebe62f76de21a78bdce921298,MIDPIWI_0b4395374b85c285,LONG_B
WP_072559536.1,7b1348b840467cd47b8e855b1d496281a9ac7127755278e902ab676e7f616763,MIDPIWI_4a144b4e45121391,SHORT
WP_072598063.1,91bdde5f8bbcfcdbeac60e3512e2addc1898ef0a7765c821dd59b7386308e6fe,MIDPIWI_6252b1efa1b07a1f,SHORT
WP_072761037.1,567174a96b7e1a5afade37468131a9cee2901199ef1193eb529d9972a9d6e94e,MIDPIWI_8cd71f8bb8b3007d,LONG_A
WP_072766083.1,eabe6f66a06b7aa89091b64bffed5b8fa20e803399d054ba1807b73531e0a62b,MIDPIWI_7cbc50443d979804,SHORT
WP_072865986.1,326b956925179831bc68338c371de91e0fb600b43abd0a0294c09030d2e836d7,MIDPIWI_95a239b342e83cad,LONG_A
WP_072885920.1,c6792e370de97f04c23d1deb0af2b564e41c28fe7bbd444ea39c36e1e510b681,MIDPIWI_e062d05c8025d957,LONG_B
WP_072985233.1,a1eb9006a1ec97b104c69419730742827dd035bff3493dc46950f4b26aed2d6a,MIDPIWI_cde2f8f1a5673ae7,LONG_B
WP_073035635.1,065fd906c04b55a144b37b281479f9c50914ab7a49208a47755905858fedb5bb,MIDPIWI_85ca90befcc02057,SHORT
WP_073067334.1,252b39332031f075ac6edb38e6299f2c8a03b0605ee9f7e50d89143510464b2a,MIDPIWI_a2f6ce925c931353,SHORT
WP_073099829.1,54f33343215570c41422b898e18c7112ac791f3ce40885236cee3a8f12b95b84,MIDPIWI_50e2d47ae8e66012,LONG_B
WP_073132933.1,27230fc4940fcee41ccb7019113cbe6347fa585ac548d92cabf7029886dc4e4d,MIDPIWI_1de07bcaaa948c50,SHORT
WP_073217643.1,0323c8987a6e9b3405ca7b1a389e4ac4544b74fb765df9836004b25aa43bffca,MIDPIWI_a70fa1f1138d1149,LONG_B
WP_073243758.1,c17ec37785374ae4fea15d8e7b88ae5416e6875e9f0b2a807182d15e4edf5bdd,MIDPIWI_f762dba611974017,SHORT
WP_073288094.1,ca37572fbabd0978d739bd7500406baae52b5db5d483f3f9d8ce537eef86aab4,MIDPIWI_53a3bd681bba1b98,LONG_B
WP_073409929.1,afa4f14a9b32775e19abd1930c0e056570a8302a6854959e35a6c60f6b198a26,MIDPIWI_4edcb51f007d5c8c,SHORT
WP_073555659.1,36654d28cbde990bd905b045963f0c395d6ab2186f0aff0e9929d936a118d857,MIDPIWI_d58bf30f1aa2de32,LONG_A
WP_073904485.1,42df42ecccf5b36f2fccab9a1161125f268b8707868587873021810afb714594,MIDPIWI_277c199b142a14f6,SHORT
WP_074100515.1,ba224afdf1336ac1bc4f476b302ece72fc20cf64b0574ccaa7c26a029a88fb57,MIDPIWI_a330d10b510c8b7a,LONG_A
WP_074121856.1,579b1f8c2a390901bfcecf7a3c209da73f9ebb305228ce9b5c7ee331bad0a28d,MIDPIWI_3f1e4badf5b64be0,SHORT
WP_074129928.1,f3df9d5aa47536f49637df2091d25726da353c2774a4b79318195342e4213416,MIDPIWI_d4179c9bae67d854,SHORT
WP_074270847.1,59e6ad3093d43103a1eeb1d2b1db24de4c5285971a48e9bec3868a8e880c5d84,MIDPIWI_98dca90a571e6d2f,SHORT
WP_074290364.1,1aa74617f4a8194d55deae4693c9882acfb75f6a386126fab7d9f26d3a13f898,MIDPIWI_b947e9a08d857960,LONG_B
WP_074343050.1,04a78b9ee378d8c7d5136743c5e512250560c9995f120c93e5421296ecf83175,MIDPIWI_3457a9cd45456ff0,SHORT
WP_074487304.1,271b8391c4f60d3b1fa2274b6f5fbf06591e7121ef80a1e272ee306f2bf121b6,MIDPIWI_814a76c4861dd39b,LONG_A
WP_074487308.1,f51f90abf5a86d44bbaac87d955485b1ced4be720ed447c1a8ad46377d49ac57,MIDPIWI_721cdd3913e1a55d,SHORT
WP_074637371.1,266dbb796a60443f25466f6ac9b396245c75c0b0cd020aded1954f6c48c070b4,MIDPIWI_aed7e77795f738c6,SHORT
WP_074671526.1,23d5a7901a74691e47760c0afe56ce7e0f577cced5b4eee3e3c07de89f3ef5b0,MIDPIWI_b8a19c1fc03ace21,LONG_B
WP_074724477.1,473706dfcfca5c3157212c79de8079ae9a5e76ef11b0cdae572fa4e723aa1f65,MIDPIWI_2b340e04015c4ec3,SHORT
WP_074796062.1,c5b51653958eb77c449b0fb309d0e17fd6aaf14a8d5fffc2d447d7a91d3191bf,MIDPIWI_e059c57309a30c5a,LONG_A
WP_074856960.1,6c0ec3b6fec73d02d42ee9cf2dfdf4a1a94a4624973734b34881056633676511,MIDPIWI_0a5ef9605f23eb0e,LONG_B
WP_075054206.1,1c5549e7204a8b69c2f580cb4c63cdb555ba5b4a6884175ee8ceb93c3aa65e20,MIDPIWI_645ab43e22e7e138,LONG_B
WP_075061402.1,4db6fec4ec7bbf5bb45ceaa6d51e5e0e3a0c297e2e8a163b9a024bfae4b9f46e,MIDPIWI_8d25372a986457d2,SHORT
WP_075225804.1,aa9048a5f8fa2af9525a4ad881fcb7ebea9be3e7410d4f644c8648c7350a425a,MIDPIWI_cb8093b35bb6be84,SHORT
WP_075256236.1,73d016bcbac524f75a1fd669affb7ec056dc36aaa3eea8cd67c8f4328c5f69ad,MIDPIWI_a7e6dfa461270c45,SHORT
WP_075598738.1,bba1b4fd842991349afe70ad340e9e290833cdbf83ee37407b3f54ddab2391d6,MIDPIWI_c1458d06eb867fb5,LONG_B
WP_075600998.1,552f7e2e1a1e721e747d3a3da1dadc94b5f3c289a53796316cbebb1d0781918a,MIDPIWI_ce046f83f190b8d0,SHORT
WP_075628771.1,6be0222c2f27b6d7f6bef7a0bdf95e0e178f3b8f13f60429e8e4490d9226a0b2,MIDPIWI_0ad414b1213eaf42,SHORT
WP_075634049.1,460bb1c6e4a7314b092b976dd573bafa73ced25a486e98861de7ad058cd2d089,MIDPIWI_0669a0bab5d4842a,SHORT
WP_075666638.1,c7aeb48168a5056d6bbc151c958e469ba3aff539c1b6a8d01a429bcd91bb9ce6,MIDPIWI_2791302368f9f9f1,LONG_A
WP_075780265.1,be65bd169065e35f15dcef361c510bd4c9c0f477929406c43c3765648f997ba7,MIDPIWI_b8d283cb00a93b8f,LONG_A
WP_075793711.1,d7a66b55e370c2e2184f306957b6eba7673c989142e5fca4738702249a79a6bd,MIDPIWI_fb9721c0d5f7eb42,SHORT
WP_075800933.1,943cc941ec738a4b55d2ea55f3375e4390b90b5b5ff89e59b82542de88ec5fd5,MIDPIWI_bb0f96165fcf9550,LONG_B
WP_075892274.1,37a984b4c22220b3579721600e05ab7bdf86d141595dec34fc85702be9130bd2,MIDPIWI_96327c46c5f8e03a,LONG_A
WP_076305724.1,f95a394be51fedf600b52371690fe396a58b8f61ae7477cd2ab74b8e8622afae,MIDPIWI_a330d10b510c8b7a,LONG_A
WP_076523956.1,f72cf9929e486138fb293fc0014494a3d00ad3d254ccb874070fed1be923cfab,MIDPIWI_8655e74f6a2f3186,LONG_A
WP_076626087.1,c08243fc8decdc0d2adb5c68a658dbd718174cbcf0b814ee625c923ad71cc5f5,MIDPIWI_560b16d0c14ec302,LONG_A
WP_076628695.1,e17c3974c0cb4b786180e0b9b32cced18e3ee6e3a5c3d87e829c0f3b7584a47b,MIDPIWI_fd46813dc2001412,SHORT
WP_076701676.1,ae500fe5e39eee87173842bf57404478f78fe69543ea6a17c31662bd44f00724,MIDPIWI_d0bab6321997fe28,LONG_A
WP_076783222.1,84ec7564a09e8bc47bcff17273c922017bb5a9e3f2a28b119b2a233c1ebd9050,MIDPIWI_2c56cac13743b717,LONG_B
WP_076815490.1,f5acf93c29c58ccdef4c02b04c9f69094ae757dc2e2023a3ffdccec2d541264b,MIDPIWI_4ebd7931225af5d2,SHORT
WP_077026978.1,9629e15c398dc2c4c8dec30328c4da2ea6c868efc7fac29257ddcf7012120ab0,MIDPIWI_0fa11ebaa669f6f1,LONG_B
WP_077067832.1,b85232dd052c46fb4a8f143f62d73ec38684829408fd3506ad6672c22377d57c,MIDPIWI_6a217a83ffa8c0a2,LONG_A
WP_077117441.1,f34ede18f4ddab9de47ef1cc285e5e5a39b7c8183a1dddb432a828b55dcb2666,MIDPIWI_153c759b8da55c36,LONG_B
WP_077198807.1,c4d307fc22b961454ebdc0f1d5976b0d3cb8656fa454c9950d885dd6ee24c217,MIDPIWI_2791302368f9f9f1,LONG_A
WP_077208232.1,35fd48b76997726ade8ea0ec4bd281055d70aee1d1e1dd63a7e73dfd644a43b3,MIDPIWI_ea51c6ef50c2c4ce,LONG_B
WP_077292070.1,c3133f74fdcb60c3343af4af7e02c0d36b3373a5cb5280c84e3cea004bbdf0fe,MIDPIWI_dbc3385b257ba8b7,SHORT
WP_077292091.1,6185205a2fb606b619a5096855602ac2853427260d5f031b100a22930572cbfc,MIDPIWI_8bab77dddbd5f0f2,SHORT
WP_077684788.1,55925651965020384f70668ec01f01cef0702396ff15fd299a145ad7f70b57b6,MIDPIWI_095575ac04155f73,SHORT
WP_078350477.1,5365d897723a2d4e8a885eb0537f090600e830bed794695a534b687897184de4,MIDPIWI_ba6f57750649df5c,LONG_B
WP_078365264.1,b402a750378b9a86f7b57e3dc6f1474de484d667acaba5dec4058c31a89a61c5,MIDPIWI_025d1021ed1e661c,SHORT
WP_078690884.1,6d44130d77e33c6eef9badd883ee781bf90ac26db9d26fe1a2c44392da7141dd,MIDPIWI_e062d05c8025d957,LONG_B
WP_078792595.1,179d12b15f26ef0a458a31f07b718c6d7d8ad726d67ebd59db61b56b413203d2,MIDPIWI_6a14d48ece6e6745,SHORT
WP_078813595.1,d6f0232808201b2f8251e78df0b5998ac46855612affaacc2d4510247ed596f8,MIDPIWI_b426af9654e6de11,SHORT
WP_078814669.1,87155ce4da94b2ce3c6481c3fe08fc1492ab45e52ed582e993e776dbb254328c,MIDPIWI_5d96662524790b14,SHORT
WP_078924280.1,aeec504aa69e07ebe05e13da6767af830e47c107773d2897bfcbf7dfc8947ae7,MIDPIWI_ffca7eb2be6ba34c,LONG_B
WP_079083882.1,c74473db24cd1bacc88c87fc2b176a56138dfcbaf3abf3ac78376ab778df2593,MIDPIWI_65a5e9c182ab390d,LONG_B
WP_079235170.1,b4baedd6dcdf40e97bdf0e7a3d1941820a81a13966086dd4da30eba0ff14e32f,MIDPIWI_9bfea3b1d30b53e6,LONG_A
WP_079365507.1,eaa3d2d3e61532b9f7a640c10f9c147bfb68c6e33dbbb1ebefd5ae4d411594b7,MIDPIWI_12efb04b39d360e5,LONG_B
WP_079392071.1,7be2085100202f82eb41497a1bf2fb523048ae60cd28ad16bbf0b37e06b9b674,MIDPIWI_f00f8e7bc1f10d16,SHORT
WP_079605749.1,d44b78e029cb9a6b81596a0b029d8d63d110c637acd9aec370489b463f05cd0f,MIDPIWI_41fa0cd299c8c4b9,SHORT
WP_079685318.1,4b2852099a845d98fad04341fe5fd90c0d6a9caa38f6f0dcc52063d37634d14a,MIDPIWI_469b7f27c1b3b839,SHORT
